,nutrition_source,gitonga_s,gitonga_p,portuguese,scientific,family,phylum,category,focal,sg_dep_median,sg_dep_cat,nutrition_prop_hot_raw,nutrition_prop_hot,nutrition_prop_cold_raw,nutrition_prop_cold,ParentGlobalID,ccp,gender,fish_pract,pract_cat,id
436,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,3,0.1,0,0.0,e12a739b-ed4a-4ff7-94db-d034a066dd23,madava,f,shrimp_net,shrimp_net,08022023MADB01
423,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,9,0.3,11,0.3666666666666666,caac8748-ebed-413c-a5d2-a635b5bd8932,nhampossa,m,fence_trap,fish,09022023NHMPB04
437,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,3,0.1,0,0.0,e12a739b-ed4a-4ff7-94db-d034a066dd23,madava,f,fence_trap,fish,08022023MADB01
240,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,2,0.0666666666666666,7,0.2333333333333333,786726d4-2b8e-46a0-ab5f-1339cbe1ab7b,marrambone,f,shrimp_net,shrimp_net,26012023MARB01
250,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,7,0.2333333333333333,7,0.2333333333333333,6e76bb44-7881-4dfe-aff2-019452e7f1ef,marrambone,f,glean,glean,02022023MARB02
438,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,6,0.2,4,0.1333333333333333,e12a739b-ed4a-4ff7-94db-d034a066dd23,madava,f,shrimp_net,shrimp_net,08022023MADB01
449,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,2,0.0666666666666666,2,0.0666666666666666,be5b94c1-65c2-44dc-af3c-8a0c1f35f055,madava,m,drag_net,fish,08022023MADB02
895,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,3,0.1,5,0.1666666666666666,1dfbdb30-77d7-4a1e-aaf1-2a5bccccfb75,kuguana,m,fence_trap,fish,07022023CUGB07
740,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,2,0.0666666666666666,3,0.1,b4a29a62-c0e1-40fd-835b-a134449801ca,morrumbene,m,drag_net,fish,O1O22023MOR06
760,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,2,0.0666666666666666,2,0.0666666666666666,3f9d47fc-5dc8-4cf3-9ee0-ac3b9d7d8390,morrumbene,m,hand_line,fish,08032023MORB08
468,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,0,0.0,2,0.0666666666666666,719608f1-9b88-42cc-b983-888cd656656a,madava,f,glean,glean,08022023MADB04
713,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,4,0.1333333333333333,4,0.1333333333333333,f33778b3-3301-4691-80c6-68692988559b,morrumbene,f,shrimp_net,shrimp_net,01022023MORB03
752,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,2,0.0666666666666666,2,0.0666666666666666,275be6f1-5e39-4787-a0f6-e532bee2ef83,morrumbene,m,glean,glean,01022023MORB07
688,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,4,0.1333333333333333,4,0.1333333333333333,5bf5b760-0855-442e-8ccf-d32db9f09235,morrumbene,m,shrimp_net,shrimp_net,01022023MORB01
714,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,4,0.1333333333333333,4,0.1333333333333333,f33778b3-3301-4691-80c6-68692988559b,morrumbene,f,glean,glean,01022023MORB03
862,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,3,0.1,3,0.1,412ebe42-d0ab-49cd-a390-790fb5dd06a9,kuguana,m,shrimp_net,shrimp_net,24012023CUGB02
726,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,3,0.1,3,0.1,943aa64d-7c5c-4594-944e-529e0b325617,morrumbene,f,glean,glean,01022023MOR04
439,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,6,0.2,4,0.1333333333333333,e12a739b-ed4a-4ff7-94db-d034a066dd23,madava,f,fence_trap,fish,08022023MADB01
699,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,3,0.1,3,0.1,04827c1d-3bba-4bcb-a8be-1af1c071e30f,morrumbene,f,shrimp_net,shrimp_net,01022023MORB02
867,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,4,0.1333333333333333,5,0.1666666666666666,f24eae6e-daf3-4cb3-bc7f-4c8139f8238b,kuguana,f,glean,glean,07022023CUGB03
864,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,3,0.1,3,0.1,412ebe42-d0ab-49cd-a390-790fb5dd06a9,kuguana,m,gill_net,fish,24012023CUGB02
863,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,3,0.1,3,0.1,412ebe42-d0ab-49cd-a390-790fb5dd06a9,kuguana,m,glean,glean,24012023CUGB02
460,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,9,0.3,9,0.3,632655b3-8586-4c96-bf14-73c3ddeea90e,madava,m,fence_trap,fish,08022023MADB03
751,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,2,0.0666666666666666,2,0.0666666666666666,275be6f1-5e39-4787-a0f6-e532bee2ef83,morrumbene,m,drag_net,fish,01022023MORB07
700,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,3,0.1,3,0.1,04827c1d-3bba-4bcb-a8be-1af1c071e30f,morrumbene,f,glean,glean,01022023MORB02
467,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,0,0.0,2,0.0666666666666666,719608f1-9b88-42cc-b983-888cd656656a,madava,f,shrimp_net,shrimp_net,08022023MADB04
734,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,4,0.1333333333333333,2,0.0666666666666666,d92b97c0-4a75-4f45-9115-4cb6ac9109ad,morrumbene,m,fence_trap,fish,01022023MORBO5
492,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,4,0.1333333333333333,6,0.2,8c5ddba3-d736-4831-b7e4-f18bb3d47eae,madava,f,glean,glean,08022023MADB07
500,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,4,0.1333333333333333,4,0.1333333333333333,1436c090-ffc1-44f1-8a1f-115e2164b9b1,madava,f,shrimp_net,shrimp_net,08022023MADB08
501,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,4,0.1333333333333333,4,0.1333333333333333,1436c090-ffc1-44f1-8a1f-115e2164b9b1,madava,f,glean,glean,08022023MADB08
480,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,0,0.0,5,0.1666666666666666,6aff3bd5-1d7f-4dfc-a530-7fd33a3b1432,madava,m,gill_net,fish,08022023MADB05
890,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,8,0.2666666666666666,8,0.2666666666666666,454f8afd-86aa-4418-80e3-4e1ccb572b8c,kuguana,m,fence_trap,fish,07022023CUGB06
486,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,3,0.1,3,0.1,8407b1b2-9c62-4161-a560-a8c8415ca76a,madava,m,gill_net,fish,08022023MADB06
868,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,2,0.0666666666666666,0,0.0,f24eae6e-daf3-4cb3-bc7f-4c8139f8238b,kuguana,f,glean,glean,07022023CUGB03
450,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,1,0.0333333333333333,1,0.0333333333333333,be5b94c1-65c2-44dc-af3c-8a0c1f35f055,madava,m,drag_net,fish,08022023MADB02
859,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,2,0.0666666666666666,3,0.1,412ebe42-d0ab-49cd-a390-790fb5dd06a9,kuguana,m,shrimp_net,shrimp_net,24012023CUGB02
860,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,2,0.0666666666666666,3,0.1,412ebe42-d0ab-49cd-a390-790fb5dd06a9,kuguana,m,glean,glean,24012023CUGB02
861,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,2,0.0666666666666666,3,0.1,412ebe42-d0ab-49cd-a390-790fb5dd06a9,kuguana,m,gill_net,fish,24012023CUGB02
441,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,7,0.2333333333333333,0,0.0,e12a739b-ed4a-4ff7-94db-d034a066dd23,madava,f,fence_trap,fish,08022023MADB01
440,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,7,0.2333333333333333,0,0.0,e12a739b-ed4a-4ff7-94db-d034a066dd23,madava,f,shrimp_net,shrimp_net,08022023MADB01
481,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,5,0.1666666666666666,0,0.0,6aff3bd5-1d7f-4dfc-a530-7fd33a3b1432,madava,m,gill_net,fish,08022023MADB05
469,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,0,0.0,1,0.0333333333333333,719608f1-9b88-42cc-b983-888cd656656a,madava,f,shrimp_net,shrimp_net,08022023MADB04
493,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,0,0.0,5,0.1666666666666666,8c5ddba3-d736-4831-b7e4-f18bb3d47eae,madava,f,glean,glean,08022023MADB07
470,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,0,0.0,1,0.0333333333333333,719608f1-9b88-42cc-b983-888cd656656a,madava,f,glean,glean,08022023MADB04
716,54,honho,mihonho,Lula,Loliginidae,Loliginidae,cephlopod,cephlopods,1.0,3.0,high,0,0.0,3,0.1,f33778b3-3301-4691-80c6-68692988559b,morrumbene,f,glean,glean,01022023MORB03
727,54,honho,mihonho,Lula,Loliginidae,Loliginidae,cephlopod,cephlopods,1.0,3.0,high,1,0.0333333333333333,2,0.0666666666666666,943aa64d-7c5c-4594-944e-529e0b325617,morrumbene,f,glean,glean,01022023MOR04
759,54,honho,mihonho,Lula,Loliginidae,Loliginidae,cephlopod,cephlopods,1.0,3.0,high,3,0.1,3,0.1,3f9d47fc-5dc8-4cf3-9ee0-ac3b9d7d8390,morrumbene,m,hand_line,fish,08032023MORB08
741,54,honho,mihonho,Lula,Loliginidae,Loliginidae,cephlopod,cephlopods,1.0,3.0,high,4,0.1333333333333333,3,0.1,b4a29a62-c0e1-40fd-835b-a134449801ca,morrumbene,m,drag_net,fish,O1O22023MOR06
701,54,honho,mihonho,Lula,Loliginidae,Loliginidae,cephlopod,cephlopods,1.0,3.0,high,2,0.0666666666666666,0,0.0,04827c1d-3bba-4bcb-a8be-1af1c071e30f,morrumbene,f,shrimp_net,shrimp_net,01022023MORB02
343,54,honho,mihonho,Lula,Loliginidae,Loliginidae,cephlopod,cephlopods,1.0,3.0,high,1,0.0333333333333333,1,0.0333333333333333,b1aecc22-d28c-4728-9c70-966d76a26e88,mucucune,m,fence_trap,fish,31012023MUB02
689,54,honho,mihonho,Lula,Loliginidae,Loliginidae,cephlopod,cephlopods,1.0,3.0,high,2,0.0666666666666666,2,0.0666666666666666,5bf5b760-0855-442e-8ccf-d32db9f09235,morrumbene,m,shrimp_net,shrimp_net,01022023MORB01
702,54,honho,mihonho,Lula,Loliginidae,Loliginidae,cephlopod,cephlopods,1.0,3.0,high,2,0.0666666666666666,0,0.0,04827c1d-3bba-4bcb-a8be-1af1c071e30f,morrumbene,f,glean,glean,01022023MORB02
715,54,honho,mihonho,Lula,Loliginidae,Loliginidae,cephlopod,cephlopods,1.0,3.0,high,0,0.0,3,0.1,f33778b3-3301-4691-80c6-68692988559b,morrumbene,f,shrimp_net,shrimp_net,01022023MORB03
372,54,honho,mihonho,Lula,Loliginidae,Loliginidae,cephlopod,cephlopods,1.0,3.0,high,1,0.0333333333333333,1,0.0333333333333333,942decee-217f-4b36-be4c-3948ed7665d0,mucucune,m,hand_line,fish,31012023MUCB05
869,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,1.0,low,2,0.0666666666666666,0,0.0,f24eae6e-daf3-4cb3-bc7f-4c8139f8238b,kuguana,f,glean,glean,07022023CUGB03
454,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,1.0,low,5,0.1666666666666666,5,0.1666666666666666,be5b94c1-65c2-44dc-af3c-8a0c1f35f055,madava,m,drag_net,fish,08022023MADB02
519,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,1.0,low,1,0.0333333333333333,0,0.0,a5a2c506-9bdf-4033-9a76-cc0374b5e66e,nhamaxaxa,f,glean,glean,17022023NHCHB01
371,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,1.0,low,1,0.0333333333333333,1,0.0333333333333333,942decee-217f-4b36-be4c-3948ed7665d0,mucucune,m,hand_line,fish,31012023MUCB05
91,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,1.0,low,3,0.1,3,0.1,c970df6e-cd2f-4068-a322-0f4b0018e5f5,josina_machel,m,glean,glean,15022023JOSB02
855,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,1.0,low,3,0.1,4,0.1333333333333333,412ebe42-d0ab-49cd-a390-790fb5dd06a9,kuguana,m,gill_net,fish,24012023CUGB02
887,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,1.0,low,4,0.1333333333333333,5,0.1666666666666666,368b8b4c-a618-434a-8ebe-7f7fa8c143fc,kuguana,m,drag_net,fish,07022023CUGB05
854,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,1.0,low,3,0.1,4,0.1333333333333333,412ebe42-d0ab-49cd-a390-790fb5dd06a9,kuguana,m,glean,glean,24012023CUGB02
90,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,1.0,low,3,0.1,3,0.1,c970df6e-cd2f-4068-a322-0f4b0018e5f5,josina_machel,m,diving,fish,15022023JOSB02
853,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,1.0,low,3,0.1,4,0.1333333333333333,412ebe42-d0ab-49cd-a390-790fb5dd06a9,kuguana,m,shrimp_net,shrimp_net,24012023CUGB02
518,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,1.0,low,1,0.0333333333333333,0,0.0,a5a2c506-9bdf-4033-9a76-cc0374b5e66e,nhamaxaxa,f,shrimp_net,shrimp_net,17022023NHCHB01
103,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,1.0,low,1,0.0333333333333333,1,0.0333333333333333,3e185060-4034-4ece-9bd3-fa7aad0a4c83,josina_machel,m,glean,glean,15022023JOSB03
344,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,1.0,low,1,0.0333333333333333,1,0.0333333333333333,b1aecc22-d28c-4728-9c70-966d76a26e88,mucucune,m,fence_trap,fish,31012023MUB02
878,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0,0.0,11,0.3666666666666666,074701a4-86f2-4beb-a67e-b12fc841f7fe,kuguana,f,drag_net,fish,07022023CUGB04
655,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0,0.0,14,0.4666666666666667,dc97eb44-cd78-4a2c-88bb-90d04851de2c,nguja,f,glean,glean,04032023NGUB03
728,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,1,0.0333333333333333,2,0.0666666666666666,943aa64d-7c5c-4594-944e-529e0b325617,morrumbene,f,glean,glean,01022023MOR04
69,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,1,0.0333333333333333,1,0.0333333333333333,c440707b-35aa-4bca-abca-50c81f169c89,josina_machel,m,gill_net,fish,15022023JOSB01
4,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,2,0.0666666666666666,2,0.0666666666666666,5242b473-cb0e-43ec-bc8f-6e626f4ee1d3,nhamua,f,glean,glean,13022023NHAMUB02
891,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,2,0.0666666666666666,2,0.0666666666666666,454f8afd-86aa-4418-80e3-4e1ccb572b8c,kuguana,m,fence_trap,fish,07022023CUGB06
298,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,5,0.1666666666666666,6,0.2,e8d84b41-6838-4a4d-b98d-66385c122993,marrambone,m,fence_trap,fish,02022023MARB05
253,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,5,0.1666666666666666,6,0.2,6e76bb44-7881-4dfe-aff2-019452e7f1ef,marrambone,f,shrimp_net,shrimp_net,02022023MARB02
252,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,5,0.1666666666666666,6,0.2,6e76bb44-7881-4dfe-aff2-019452e7f1ef,marrambone,f,glean,glean,02022023MARB02
202,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,6,0.2,6,0.2,d9f43af5-8ab9-476c-bcbd-809deddcdd71,chamane,f,glean,glean,04022023CHAB06
190,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,4,0.1333333333333333,4,0.1333333333333333,7dc8a846-da63-495f-815e-10c1c4b6720d,chamane,f,shrimp_net,shrimp_net,04022023CHAB04
283,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,5,0.1666666666666666,5,0.1666666666666666,fa135abb-d0cf-4f86-81fa-d786fd8a957a,marrambone,f,gill_net,fish,02022023MARB04
217,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,8,0.2666666666666666,3,0.1,6b249316-c1e7-4f4f-a49f-435e11af63a2,chamane,m,gill_net,fish,04022023CHAB07
241,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,4,0.1333333333333333,3,0.1,786726d4-2b8e-46a0-ab5f-1339cbe1ab7b,marrambone,f,shrimp_net,shrimp_net,26012023MARB01
263,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,5,0.1666666666666666,5,0.1666666666666666,ae7d8f6f-e1d1-484c-b65d-5b64c4bec7b8,marrambone,f,shrimp_net,shrimp_net,02022023MARB03
674,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,10,0.3333333333333333,10,0.3333333333333333,8c4c8baa-dafa-48c6-bb34-4944108c5851,nguja,f,shrimp_net,shrimp_net,04032023NGUB07
870,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,4,0.1333333333333333,0,0.0,f24eae6e-daf3-4cb3-bc7f-4c8139f8238b,kuguana,f,glean,glean,07022023CUGB03
659,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,5,0.1666666666666666,5,0.1666666666666666,e333971e-3a2f-473c-9783-d10538bbc0aa,nguja,m,hand_line,fish,04032023NGUB04
281,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,5,0.1666666666666666,5,0.1666666666666666,fa135abb-d0cf-4f86-81fa-d786fd8a957a,marrambone,f,glean,glean,02022023MARB04
680,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,11,0.3666666666666666,11,0.3666666666666666,c07b295a-d4ce-4f79-b7c1-c11f284e02c4,nguja,f,shrimp_net,shrimp_net,04032023NGUB08
632,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,5,0.1666666666666666,5,0.1666666666666666,9bff2b72-1a93-44b5-b64e-81957664ac2e,sahane,f,shrimp_net,shrimp_net,14022023SAHB07
877,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0,0.0,11,0.3666666666666666,074701a4-86f2-4beb-a67e-b12fc841f7fe,kuguana,f,shrimp_net,shrimp_net,07022023CUGB04
717,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,6,0.2,4,0.1333333333333333,f33778b3-3301-4691-80c6-68692988559b,morrumbene,f,shrimp_net,shrimp_net,01022023MORB03
703,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,6,0.2,7,0.2333333333333333,04827c1d-3bba-4bcb-a8be-1af1c071e30f,morrumbene,f,shrimp_net,shrimp_net,01022023MORB02
690,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,7,0.2333333333333333,7,0.2333333333333333,5bf5b760-0855-442e-8ccf-d32db9f09235,morrumbene,m,shrimp_net,shrimp_net,01022023MORB01
718,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,6,0.2,4,0.1333333333333333,f33778b3-3301-4691-80c6-68692988559b,morrumbene,f,glean,glean,01022023MORB03
704,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,6,0.2,7,0.2333333333333333,04827c1d-3bba-4bcb-a8be-1af1c071e30f,morrumbene,f,glean,glean,01022023MORB02
218,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,8,0.2666666666666666,3,0.1,6b249316-c1e7-4f4f-a49f-435e11af63a2,chamane,m,shrimp_net,shrimp_net,04022023CHAB07
196,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,5,0.1666666666666666,4,0.1333333333333333,7793fa9e-5754-44f7-a642-e8e243e6ff55,chamane,m,shrimp_net,shrimp_net,04022023CHAB05
282,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,5,0.1666666666666666,5,0.1666666666666666,fa135abb-d0cf-4f86-81fa-d786fd8a957a,marrambone,f,shrimp_net,shrimp_net,02022023MARB04
668,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,6,0.2,6,0.2,8abbe022-1d3d-4f37-989c-f804596f7402,nguja,m,gill_net,fish,04032023NGUB05
232,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,6,0.2,4,0.1333333333333333,fb35740b-c147-41b7-b604-35eed1bf5c77,chamane,m,gill_net,fish,04022023CHAB08
219,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,8,0.2666666666666666,3,0.1,6b249316-c1e7-4f4f-a49f-435e11af63a2,chamane,m,glean,glean,04022023CHAB07
442,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,8,0.2666666666666666,12,0.4,e12a739b-ed4a-4ff7-94db-d034a066dd23,madava,f,shrimp_net,shrimp_net,08022023MADB01
310,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,2,0.0666666666666666,3,0.1,c4bf73af-5f99-4b43-abd8-9373a369c415,marrambone,m,gill_net,fish,02022023MARB07
502,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,3,0.1,3,0.1,1436c090-ffc1-44f1-8a1f-115e2164b9b1,madava,f,shrimp_net,shrimp_net,08022023MADB08
503,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,3,0.1,3,0.1,1436c090-ffc1-44f1-8a1f-115e2164b9b1,madava,f,glean,glean,08022023MADB08
779,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,1,0.0333333333333333,1,0.0333333333333333,b16133a3-e0e9-4edf-8a63-f5fd5cde5cd1,ilha,f,shrimp_net,shrimp_net,18022023ILHB02
410,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,5,0.1666666666666666,3,0.1,a00016e0-0782-4f50-a9a8-4a5e202f5c50,nhampossa,m,gill_net,fish,09022023NHMPB02
400,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,3,0.1,4,0.1333333333333333,cc36442d-39f0-46d9-996a-421e2a247b36,nhampossa,m,basket_trap,fish,09022023NHMPB01
23,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,5,0.1666666666666666,5,0.1666666666666666,8b4320ee-bf8d-4616-b0bc-d8bc33e9cc99,nhamua,m,gill_net,fish,16022023NHMUB07
417,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,4,0.1333333333333333,5,0.1666666666666666,1469e0fd-0691-405e-b1e8-c144e854fbb7,nhampossa,f,shrimp_net,shrimp_net,09022023NHMPB03
396,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,8,0.2666666666666666,3,0.1,615838ac-55f5-4537-ba76-fecefaddd226,mucucune,f,shrimp_net,shrimp_net,31012023MUCB08
146,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,4,0.1333333333333333,4,0.1333333333333333,1d5f5cdd-4deb-4017-ae95-ed677c22bd24,josina_machel,f,glean,glean,09032023JOSB08
