,resource_id,sg_dep_median,sg_dep_cat,identity,ParentGlobalID,gitonga_s,gitonga_p,portuguese,scientific,family,phylum,category,focal,id,ccp,gender,fish_pract,pract_cat
90,01,0.0,none,0.2333333333333333,fa135abb-d0cf-4f86-81fa-d786fd8a957a,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,02022023MARB04,marrambone,f,glean,glean
55,01,0.0,none,0.3333333333333333,6b249316-c1e7-4f4f-a49f-435e11af63a2,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,04022023CHAB07,chamane,m,shrimp_net,shrimp_net
56,01,0.0,none,0.3333333333333333,6b249316-c1e7-4f4f-a49f-435e11af63a2,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,04022023CHAB07,chamane,m,glean,glean
348,01,0.0,none,0.2,d63dc568-99da-438e-bd41-3a79bf13b0d9,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,07022023CUGBO8,kuguana,f,glean,glean
345,01,0.0,none,0.4,1dfbdb30-77d7-4a1e-aaf1-2a5bccccfb75,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,07022023CUGB07,kuguana,m,fence_trap,fish
342,01,0.0,none,0.3333333333333333,454f8afd-86aa-4418-80e3-4e1ccb572b8c,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,07022023CUGB06,kuguana,m,fence_trap,fish
338,01,0.0,none,0.1333333333333333,368b8b4c-a618-434a-8ebe-7f7fa8c143fc,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,07022023CUGB05,kuguana,m,drag_net,fish
5,01,0.0,none,0.6666666666666666,8b4320ee-bf8d-4616-b0bc-d8bc33e9cc99,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,16022023NHMUB07,nhamua,m,gill_net,fish
335,01,0.0,none,0.2333333333333333,f24eae6e-daf3-4cb3-bc7f-4c8139f8238b,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,07022023CUGB03,kuguana,f,glean,glean
7,01,0.0,none,0.1666666666666666,1205bf41-13d7-4421-b564-4a77c527cd17,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,13022023NHMUB01,nhamua,m,fence_trap,fish
92,01,0.0,none,0.2333333333333333,fa135abb-d0cf-4f86-81fa-d786fd8a957a,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,02022023MARB04,marrambone,f,gill_net,fish
322,01,0.0,none,0.1666666666666666,412ebe42-d0ab-49cd-a390-790fb5dd06a9,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,24012023CUGB02,kuguana,m,gill_net,fish
245,01,0.0,none,0.6666666666666666,b5c8d980-c4f9-408d-93d1-0b4dad9a664c,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,14022023SAHB05,sahane,f,glean,glean
321,01,0.0,none,0.1666666666666666,412ebe42-d0ab-49cd-a390-790fb5dd06a9,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,24012023CUGB02,kuguana,m,glean,glean
312,01,0.0,none,0.2333333333333333,217d4e9d-94cc-407a-9aaf-9dabfa977971,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,24012023CUGB01,kuguana,m,drag_net,fish
303,01,0.0,none,,f5769b1d-ab41-4ec3-9364-13194af91f08,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,19022023ILHB05,ilha,m,hand_line,fish
290,01,0.0,none,0.2,b4a29a62-c0e1-40fd-835b-a134449801ca,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,O1O22023MOR06,morrumbene,m,drag_net,fish
285,01,0.0,none,0.3333333333333333,d92b97c0-4a75-4f45-9115-4cb6ac9109ad,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,01022023MORBO5,morrumbene,m,fence_trap,fish
279,01,0.0,none,0.1666666666666666,943aa64d-7c5c-4594-944e-529e0b325617,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,01022023MOR04,morrumbene,f,glean,glean
260,01,0.0,none,0.2,5bf5b760-0855-442e-8ccf-d32db9f09235,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,01022023MORB01,morrumbene,m,shrimp_net,shrimp_net
254,01,0.0,none,1.0,e333971e-3a2f-473c-9783-d10538bbc0aa,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,04032023NGUB04,nguja,m,hand_line,fish
249,01,0.0,none,0.4666666666666667,a6e2b0b2-8d88-42c8-b600-7b0619713312,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,04032023NGUB01,nguja,m,hand_line,fish
248,01,0.0,none,0.4333333333333333,5bca4453-f66b-40bc-a54d-09fab62566e6,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,14022023SAHB08,sahane,m,fence_trap,fish
320,01,0.0,none,0.1666666666666666,412ebe42-d0ab-49cd-a390-790fb5dd06a9,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,24012023CUGB02,kuguana,m,shrimp_net,shrimp_net
158,01,0.0,none,0.2333333333333333,615838ac-55f5-4537-ba76-fecefaddd226,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,31012023MUCB08,mucucune,f,shrimp_net,shrimp_net
68,02,0.0,none,0.2333333333333333,fb35740b-c147-41b7-b604-35eed1bf5c77,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,04022023CHAB08,chamane,m,gill_net,fish
