,focal_resource,gitonga_s,gitonga_p,portuguese,scientific,family,phylum,category,focal,sg_dep_median,sg_dep_cat,prop_cap_hot,prop_cap_cold,days_hot,days_cold,cap_daily_hot,cap_daily_cold,cap_monthly_hot,cap_monthly_cold,cap_income_hot,cap_income_cold,val_trade_hot,val_trade_cold,activity_income_hot,activity_income_cold,income_fr_hot,income_fr_cold,tot_income_hot,tot_income_cold,prop_income_hot,prop_income_cold,id,ccp,gender,fish_pract,pract_cat,seagrass
105,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.1666666666666666,0.0333333333333333,2.0,3.0,5.0,1.3,20.0,7.800000000000001,666.6666666666667,135.2,0.0,0.0,0.0,0.0,666.6666666666667,135.2,1261.6666666666665,471.2,0.5284015852047558,0.2869269949066214,31012023MUCB03,mucucune,f,glean,glean,2.0
60,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.3666666666666666,0.5666666666666667,5.0,3.0,1.0,2.0,10.0,12.0,150.0,380.0,0.0,288.00000000000006,2000.0,2000.0,150.0,668.0,7083.333333333334,3888.0,0.021176470588235293,0.17181069958847736,26012023MARB01,marrambone,f,shrimp_net,shrimp_net,2.0
107,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.6,0.6333333333333333,8.0,15.0,8.0,15.0,128.0,450.0,3413.3333333333335,15750.0,0.0,0.0,0.0,0.0,3413.3333333333335,15750.0,4253.333333333334,15750.0,0.8025078369905956,1.0,31012023MUCB04,mucucune,f,glean,glean,2.0
248,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.3,0.4666666666666667,5.0,5.0,3.0,1.0,30.0,10.0,1350.0,383.33333333333337,0.0,0.0,0.0,0.0,1350.0,383.33333333333337,3786.0,1036.6666666666665,0.35657686212361334,0.369774919614148,07022023CUGB03,kuguana,f,glean,glean,2.0
33,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.7666666666666667,0.9,5.0,4.0,12.0,6.0,120.0,48.0,5000.0,1600.0,0.0,0.0,0.0,0.0,5000.0,1600.0,5000.0,1600.0,1.0,1.0,15022023JOSB07,josina_machel,m,diving,fish,2.0
227,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,1.0,1.0,8.0,8.0,2.0,1.0,32.0,16.0,1600.0,800.0,0.0,0.0,0.0,0.0,1600.0,800.0,1600.0,800.0,1.0,1.0,18022023ILHB03,ilha,f,glean,glean,2.0
28,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.1333333333333333,0.1333333333333333,2.0,2.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,5000.0,5000.0,4750.0,4000.0,20264.285714285714,20611.428571428572,0.23440253789213958,0.19406709176601053,15022023JOSB05,josina_machel,f,shrimp_net,shrimp_net,2.0
253,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.1666666666666666,0.0,5.0,,36.0,,360.0,,5940.000000000001,0.0,0.0,0.0,0.0,0.0,5940.000000000001,0.0,47696.0,28390.0,0.1245387453874539,0.0,07022023CUGB04,kuguana,f,drag_net,fish,2.0
116,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.5666666666666667,0.5666666666666667,11.0,11.0,8.0,8.0,176.0,176.0,4180.0,4737.333333333333,0.0,0.0,0.0,0.0,4180.0,4737.333333333333,4180.0,4737.333333333333,1.0,1.0,31012023MUCB06,mucucune,m,gill_net,fish,2.0
26,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.3333333333333333,0.3333333333333333,12.0,12.0,1.0,1.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9099.999999999998,9099.999999999998,0.0,0.0,15022023JOSB04,josina_machel,m,shrimp_net,shrimp_net,2.0
216,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.3,0.2666666666666666,15.0,3.0,100.0,25.0,,150.0,16000.0,800.0,1666.6666666666652,166.6666666666665,0.0,1250.0,17666.666666666664,966.6666666666665,48326.666666666664,6302.666666666666,0.365567664505449,0.15337423312883436,01022023MORB07,morrumbene,m,drag_net,fish,2.0
65,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.1666666666666666,0.2666666666666666,15.0,15.0,10.0,4.0,300.0,120.0,7000.0,8400.0,0.0,0.0,0.0,0.0,7000.0,8400.0,18326.666666666664,15433.333333333334,0.3819570753001092,0.5442764578833693,02022023MARB02,marrambone,f,glean,glean,2.0
70,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.4,0.2666666666666666,6.0,3.0,2.0,1.0,24.0,6.0,359.99999999999994,125.99999999999999,0.0,0.0,0.0,200.0,359.99999999999994,125.99999999999999,5693.333333333333,1686.0000000000002,0.063231850117096,0.07473309608540923,02022023MARB03,marrambone,f,shrimp_net,shrimp_net,2.0
122,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.0666666666666666,0.1333333333333333,4.0,4.0,2.0,1.5,16.0,12.0,362.66666666666663,340.0,0.0,0.0,1750.0,1750.0,362.66666666666663,340.0,73072.66666666666,21490.0,0.004963096096123494,0.01582131223825035,08022023MADB03,madava,m,fence_trap,fish,2.0
233,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.1666666666666666,0.1,2.0,3.0,1.5,6.0,6.0,36.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,900.0,3610.5333333333333,15331.733333333334,0.0,0.05870177757679062,19022023ILHB08,ilha,f,glean,glean,2.0
91,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.1,0.0666666666666666,4.0,2.0,12.0,4.0,96.0,16.0,1439.9999999999998,725.3333333333333,716.7999999999998,74.66666666666664,0.0,0.0,2156.7999999999997,799.9999999999999,41391.8,9924.583333333332,0.05210693905556172,0.08060791804861665,02022023MARB07,marrambone,m,gill_net,fish,2.0
241,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.1333333333333333,0.1333333333333333,15.0,15.0,100.0,5.0,,150.0,36000.0,1800.0,0.0,0.0,2000.0,0.0,36000.0,1800.0,70135.0,15840.0,0.5132957866970842,0.11363636363636363,24012023CUGB01,kuguana,m,drag_net,fish,2.0
265,52,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,0.2666666666666666,0.3333333333333333,5.0,4.0,1.0,2.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07022023CUGB07,kuguana,m,fence_trap,fish,0.0
127,52,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,0.0333333333333333,0.3,8.0,8.0,4.0,2.0,64.0,32.0,2000.0,1000.0,0.0,0.0,0.0,0.0,2000.0,1000.0,9082.666666666666,4002.666666666667,0.22019964768056371,0.2498334443704197,08022023MADB04,madava,f,shrimp_net,shrimp_net,0.0
262,52,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,0.2333333333333333,0.4,5.0,4.0,3.0,1.0,30.0,8.0,500.0,133.33333333333331,0.0,0.0,0.0,0.0,500.0,133.33333333333331,30100.0,10653.333333333332,0.016611295681063124,0.012515644555694618,07022023CUGB06,kuguana,m,fence_trap,fish,0.0
144,52,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,0.2333333333333333,0.2666666666666666,3.0,3.0,1.0,1.0,6.0,6.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,2300.8666666666663,1866.9999999999998,0.043461883927795326,0.053561863952865565,08022023MADB08,madava,f,shrimp_net,shrimp_net,0.0
247,52,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,0.1,0.2,15.0,15.0,5.0,6.0,150.0,180.0,1320.0,1584.0000000000002,1499.9999999999993,1439.9999999999995,16500.0,16500.0,2819.999999999999,3024.0,22912.0,68260.25,0.12307960893854744,0.04430103903809318,24012023CUGB02,kuguana,m,shrimp_net,shrimp_net,0.0
138,52,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,0.2,0.1666666666666666,3.0,6.0,4.0,6.0,24.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26283.333333333332,9786.666666666666,0.0,0.0,08022023MADB06,madava,m,gill_net,fish,0.0
133,52,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,0.1666666666666666,0.2,2.0,4.0,12.0,18.0,48.0,144.0,1600.0,7200.0,2400.0,7200.0,200.0,0.0,4000.0,14400.0,19945.0,37738.666666666664,0.20055151667084484,0.3815715093273036,08022023MADB05,madava,m,gill_net,fish,0.0
119,52,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,0.1333333333333333,0.1333333333333333,3.0,3.0,2.0,1.0,12.0,6.0,150.0,0.0,0.0,0.0,500.0,0.0,150.0,0.0,23850.0,1440.0,0.006289308176100629,0.0,08022023MADB01,madava,f,shrimp_net,shrimp_net,0.0
123,52,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,0.0,none,0.4,0.3,4.0,4.0,12.0,2.0,96.0,16.0,400.0,1200.0,0.0,0.0,1750.0,1750.0,400.0,1200.0,73072.66666666666,21490.0,0.005474003047195031,0.05583992554676594,08022023MADB03,madava,m,fence_trap,fish,0.0
239,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,0.0666666666666666,0.0666666666666666,4.0,15.0,2.0,0.0,16.0,0.0,3360.0,0.0,0.0,0.0,2000.0,0.0,3360.0,0.0,70135.0,15840.0,0.047907606758394526,0.0,24012023CUGB01,kuguana,m,drag_net,fish,0.0
259,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,0.1666666666666666,0.1333333333333333,4.0,2.0,2.0,1.0,16.0,4.0,1728.0,480.0,0.0,0.0,0.0,0.0,1728.0,480.0,12993.6,11817.6,0.1329885482083487,0.04061738424045491,07022023CUGB05,kuguana,m,drag_net,fish,0.0
245,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,0.2666666666666666,0.2333333333333333,15.0,4.0,15.0,10.5,450.0,84.0,0.0,0.0,0.0,0.0,16500.0,16500.0,0.0,0.0,22912.0,68260.25,0.0,0.0,24012023CUGB02,kuguana,m,gill_net,fish,0.0
266,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,0.4,0.4333333333333333,8.0,4.0,2.0,1.5,32.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07022023CUGB07,kuguana,m,fence_trap,fish,0.0
263,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,0.2,0.2333333333333333,6.0,4.0,2.0,1.0,24.0,8.0,14400.0,5200.0,0.0,0.0,0.0,0.0,14400.0,5200.0,30100.0,10653.333333333332,0.47840531561461797,0.48811013767209016,07022023CUGB06,kuguana,m,fence_trap,fish,0.0
254,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,0.3333333333333333,0.0666666666666666,3.0,5.0,12.0,6.0,72.0,60.0,16200.0,15000.0,0.0,0.0,0.0,0.0,16200.0,15000.0,47696.0,28390.0,0.3396511237839651,0.528355054596689,07022023CUGB04,kuguana,f,shrimp_net,shrimp_net,0.0
134,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,0.2,0.2666666666666666,5.0,7.0,2.0,4.0,20.0,56.0,12000.0,0.0,0.0,0.0,200.0,0.0,12000.0,0.0,19945.0,37738.666666666664,0.6016545500125344,0.0,08022023MADB05,madava,m,gill_net,fish,0.0
124,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,0.1666666666666666,0.1333333333333333,7.0,7.0,6.0,1.0,84.0,14.0,50400.0,9800.0,0.0,0.0,1750.0,1750.0,50400.0,9800.0,73072.66666666666,21490.0,0.6897243839465739,0.4560260586319218,08022023MADB03,madava,m,fence_trap,fish,0.0
120,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,0.4,0.2333333333333333,6.0,0.0,3.0,,36.0,,14400.0,0.0,0.0,0.0,500.0,0.0,14800.0,0.0,23850.0,1440.0,0.6205450733752621,0.0,08022023MADB01,madava,f,fence_trap,fish,0.0
139,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,0.2666666666666666,0.2333333333333333,7.0,6.0,2.0,3.0,28.0,36.0,3850.0,5400.0,0.0,0.0,0.0,0.0,3850.0,5400.0,26283.333333333332,9786.666666666666,0.14648065948002537,0.5517711171662125,08022023MADB06,madava,m,gill_net,fish,0.0
145,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,0.0,none,0.1666666666666666,0.0666666666666666,7.0,7.0,0.75,0.75,10.5,10.5,315.0,315.0,0.0,0.0,0.0,0.0,315.0,315.0,2300.8666666666663,1866.9999999999998,0.1369049343725553,0.16871987145152653,08022023MADB08,madava,f,shrimp_net,shrimp_net,0.0
212,54,honho,mihonho,Lula,Loliginidae,Loliginidae,cephlopod,cephlopods,1.0,1.0,low,0.1333333333333333,0.1,2.0,15.0,12.5,5.0,50.0,150.0,2625.0,8085.0,0.0,0.0,0.0,0.0,2625.0,8085.0,63280.0,42665.0,0.041482300884955754,0.18949958982772763,O1O22023MOR06,morrumbene,m,drag_net,fish,0.0
217,54,honho,mihonho,Lula,Loliginidae,Loliginidae,cephlopod,cephlopods,1.0,1.0,low,0.1,0.1666666666666666,3.0,3.0,10.0,2.0,60.0,12.0,1500.0,300.00000000000006,0.0,0.0,0.0,1250.0,1500.0,300.00000000000006,48326.666666666664,6302.666666666666,0.031038763967443785,0.047598899936534815,01022023MORB07,morrumbene,m,drag_net,fish,0.0
260,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,3.0,high,0.3,0.1333333333333333,10.0,7.0,10.0,6.0,200.0,84.0,7200.0,3024.0,0.0,0.0,0.0,0.0,7200.0,3024.0,12993.6,11817.6,0.5541189508681197,0.255889520714866,07022023CUGB05,kuguana,m,drag_net,fish,1.0
255,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,3.0,high,0.1666666666666666,0.2333333333333333,5.0,5.0,24.0,12.0,240.0,120.0,14256.0,9900.0,0.0,0.0,0.0,0.0,14256.0,9900.0,47696.0,28390.0,0.2988929889298893,0.34871433603381474,07022023CUGB04,kuguana,f,drag_net,fish,1.0
242,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,3.0,high,0.1333333333333333,0.1666666666666666,15.0,7.0,15.0,6.0,450.0,84.0,22275.0,5040.0,0.0,0.0,2000.0,0.0,22275.0,5040.0,70135.0,15840.0,0.31760176801882084,0.3181818181818182,24012023CUGB01,kuguana,m,drag_net,fish,1.0
29,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.8666666666666667,0.8666666666666667,4.0,4.0,12.0,12.0,96.0,96.0,5485.714285714286,6582.857142857144,5028.5714285714275,5028.5714285714275,5000.0,5000.0,10514.285714285714,11611.428571428572,20264.285714285714,20611.428571428572,0.5188579485371871,0.5633490435264763,15022023JOSB05,josina_machel,f,shrimp_net,shrimp_net,1.0
213,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.1333333333333333,0.1,15.0,15.0,6.0,4.0,180.0,120.0,16799.999999999996,14280.0,0.0,0.0,0.0,0.0,16799.999999999996,14280.0,63280.0,42665.0,0.2654867256637168,0.33470057424118127,O1O22023MOR06,morrumbene,m,drag_net,fish,1.0
121,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.4666666666666667,0.6333333333333333,15.0,3.0,5.0,3.0,150.0,18.0,7800.0,1440.0,0.0,0.0,500.0,0.0,8400.0,1440.0,23850.0,1440.0,0.3522012578616352,1.0,08022023MADB01,madava,f,shrimp_net,shrimp_net,1.0
14,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,1.0,1.0,4.0,3.0,12.0,2.0999999999999996,96.0,12.6,3520.0,554.3999999999999,2560.0000000000005,335.99999999999994,0.0,0.0,6080.0,890.3999999999999,6080.0,890.3999999999999,1.0,1.0,16022023NHMUB04,nhamua,f,shrimp_net,shrimp_net,1.0
118,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,1.0,1.0,5.0,15.0,10.5,3.15,105.0,94.5,18000.0,18900.0,1999.9999999999995,1799.9999999999998,0.0,0.0,20000.0,20700.0,20000.0,20700.0,1.0,1.0,31012023MUCB08,mucucune,f,shrimp_net,shrimp_net,1.0
218,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.2666666666666666,0.0333333333333333,15.0,0.0,75.0,,,,19125.0,0.0,0.0,0.0,0.0,1250.0,19125.0,0.0,48326.666666666664,6302.666666666666,0.39574424058490826,0.0,01022023MORB07,morrumbene,m,drag_net,fish,1.0
117,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,1.0,1.0,10.0,6.0,1.0499999999999998,0.875,21.0,10.5,4200.0,2399.9999999999995,240.00000000000003,179.99999999999997,0.0,0.0,4440.0,2579.9999999999995,4440.0,2579.9999999999995,1.0,1.0,31012023MUCB07,mucucune,f,shrimp_net,shrimp_net,1.0
264,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.5666666666666667,0.3666666666666666,12.0,7.0,4.0,2.0,96.0,28.0,15200.0,5320.0,0.0,0.0,0.0,0.0,15200.0,5320.0,30100.0,10653.333333333332,0.5049833887043189,0.4993742177722153,07022023CUGB06,kuguana,m,fence_trap,fish,1.0
94,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.8,0.8666666666666667,4.0,4.0,4.199999999999999,1.4,33.599999999999994,11.2,3999.9999999999995,1333.3333333333335,0.0,0.0,0.0,0.0,3999.9999999999995,1333.3333333333335,4306.666666666666,1640.0000000000002,0.9287925696594428,0.8130081300813008,02022023MARB09,marrambone,f,shrimp_net,shrimp_net,1.0
83,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.1,0.0,15.0,,1.0499999999999998,,31.499999999999996,,1500.0,0.0,1169.9999999999998,0.0,6500.0,6500.0,2670.0,4000.0,49668.66666666666,26501.6,0.053756224581560486,0.15093428321308902,02022023MARB05,marrambone,m,fence_trap,fish,1.0
224,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.2,0.4,4.0,6.0,4.199999999999999,5.25,33.599999999999994,62.99999999999999,2047.9999999999995,4799.999999999998,959.9999999999999,1799.9999999999998,0.0,0.0,3007.9999999999995,6599.999999999998,7563.999999999999,17819.999999999996,0.39767318878900054,0.37037037037037035,18022023ILHB02,ilha,f,shrimp_net,shrimp_net,1.0
228,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,1.0,1.0,6.0,6.0,12.0,2.8,144.0,33.599999999999994,9600.0,2799.9999999999995,0.0,0.0,0.0,0.0,9600.0,2799.9999999999995,9600.0,2799.9999999999995,1.0,1.0,18022023ILHB04,ilha,m,shrimp_net,shrimp_net,1.0
76,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.1666666666666666,0.1666666666666666,6.0,6.0,12.0,3.5,144.0,42.0,9600.0,5039.999999999999,7199.999999999996,0.0,0.0,0.0,16799.999999999996,5039.999999999999,27749.999999999996,28613.333333333332,0.6054054054054053,0.17614165890027955,02022023MARB04,marrambone,f,shrimp_net,shrimp_net,1.0
71,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.4333333333333333,0.6333333333333333,8.0,4.0,4.375,1.75,70.0,14.0,5333.333333333333,1360.0000000000002,0.0,0.0,0.0,200.0,5333.333333333333,1360.0000000000002,5693.333333333333,1686.0000000000002,0.936768149882904,0.8066429418742587,02022023MARB03,marrambone,f,shrimp_net,shrimp_net,1.0
232,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.8333333333333334,0.1666666666666666,7.0,2.0,24.0,1.75,336.0,7.0,13440.0,504.0,0.0,0.0,0.0,0.0,13440.0,504.0,13940.0,7504.0,0.9641319942611191,0.06716417910447761,1902023ILHB06,ilha,f,shrimp_net,shrimp_net,1.0
66,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.2333333333333333,0.3333333333333333,7.0,15.0,5.25,1.75,73.5,52.5,4199.999999999999,6300.000000000001,6859.999999999998,0.0,0.0,0.0,11059.999999999996,6300.000000000001,18326.666666666664,15433.333333333334,0.6034921789741723,0.40820734341252707,02022023MARB02,marrambone,f,shrimp_net,shrimp_net,1.0
17,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,1.0,1.0,3.0,3.0,3.5,2.625,21.0,15.749999999999998,1699.9999999999995,1529.9999999999995,671.9999999999999,503.9999999999999,0.0,0.0,3171.9999999999995,2833.9999999999995,3171.9999999999995,2833.9999999999995,1.0,1.0,16022023NHMUB08,nhamua,f,shrimp_net,shrimp_net,1.0
256,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.1,0.3666666666666666,5.0,5.0,10.0,2.5,100.0,25.0,8000.0,2500.0,0.0,0.0,0.0,0.0,8000.0,2500.0,47696.0,28390.0,0.1677289500167729,0.08805917576611483,07022023CUGB04,kuguana,f,shrimp_net,shrimp_net,1.0
58,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.1666666666666666,0.1666666666666666,4.0,4.0,15.0,6.0,120.0,48.0,1000.0,400.0,0.0,0.0,0.0,0.0,1000.0,400.0,3479.733333333334,1068.8000000000002,0.2873783431680588,0.374251497005988,04022023CHAB08,chamane,m,shrimp_net,shrimp_net,1.0
53,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.1333333333333333,0.0333333333333333,2.0,0.0,0.25,1.2249999999999999,1.0,0.0,87.61904761904763,0.0,0.0,0.0,0.0,0.0,87.61904761904763,0.0,30822.619047619046,3834.666666666667,0.0028426866478699167,0.0,04022023CHAB07,chamane,m,hand_line,fish,1.0
240,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.2,0.1333333333333333,15.0,0.0,50.0,0.5,,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,5000.0,0.0,70135.0,15840.0,0.07129108148570613,0.0,24012023CUGB01,kuguana,m,drag_net,fish,1.0
46,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,1.0,1.0,12.0,12.0,4.375,4.375,105.0,105.0,4999.999999999999,6249.999999999999,0.0,0.0,0.0,0.0,4999.999999999999,6249.999999999999,4999.999999999999,6249.999999999999,1.0,1.0,04022023CHAB05,chamane,m,shrimp_net,shrimp_net,1.0
244,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.2666666666666666,0.1333333333333333,15.0,3.0,50.0,12.5,,75.0,0.0,7796.25,0.0,599.9999999999993,16500.0,16500.0,0.0,8396.25,22912.0,68260.25,0.0,0.12300350496811834,24012023CUGB02,kuguana,m,shrimp_net,shrimp_net,1.0
45,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,1.0,1.0,4.0,2.0,12.0,1.4,96.0,5.6,5485.714285714286,160.0,857.1428571428569,100.0,0.0,0.0,6342.857142857143,260.0,6342.857142857143,260.0,1.0,1.0,04022023CHAB04,chamane,f,shrimp_net,shrimp_net,1.0
44,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.2333333333333333,0.1,6.0,3.0,8.0,4.0,96.0,24.0,2560.0,1600.0,5485.714285714285,1371.4285714285713,0.0,0.0,8045.714285714285,2971.4285714285716,19519.04761904762,6535.428571428572,0.4121980970968529,0.45466468479496375,04022023CHAB03,chamane,m,shrimp_net,shrimp_net,1.0
249,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.1666666666666666,0.0666666666666666,3.0,0.0,1.5,,9.0,,924.0,0.0,0.0,0.0,0.0,0.0,924.0,0.0,3786.0,1036.6666666666665,0.24405705229793978,0.0,07022023CUGB03,kuguana,f,glean,glean,1.0
27,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.5333333333333333,0.5333333333333333,12.0,12.0,3.0625,3.0625,73.5,73.5,9099.999999999998,9099.999999999998,0.0,0.0,0.0,0.0,9099.999999999998,9099.999999999998,9099.999999999998,9099.999999999998,1.0,1.0,15022023JOSB04,josina_machel,m,shrimp_net,shrimp_net,1.0
59,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,0.6333333333333333,0.4333333333333333,5.0,3.0,3.5,0.875,35.0,5.25,2133.3333333333335,659.9999999999999,2800.0,559.9999999999998,2000.0,2000.0,4933.333333333334,1219.9999999999995,7083.333333333334,3888.0,0.6964705882352942,0.31378600823045255,26012023MARB01,marrambone,f,shrimp_net,shrimp_net,1.0
174,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,1.5,mod,1.0,1.0,11.0,11.0,1.575,1.0499999999999998,34.65,23.099999999999998,2277.0000000000005,2640.0,0.0,0.0,0.0,0.0,2277.0000000000005,2640.0,2277.0000000000005,2640.0,1.0,1.0,14022023SAHB07,sahane,f,shrimp_net,shrimp_net,1.0
